Site,MacroPlot,Year,Species,Scientific_Name,Count
Marin,MBB8_Burn_Marin,2011,CAEX,Castilleja exserta ssp. exserta,2
Marin,MBB8_Burn_Marin,2011,DAPU,Daucus pusillus,2
Marin,MBB8_Burn_Marin,2011,SHAR,Sherardia arvensis,2
Marin,MBB8_Burn_Marin,2011,SIGA,Silene gallica,2
Marin,MBB8_Burn_Marin,2011,SOOL,Sonchus oleraceus,2
Marin,MBB8_Burn_Marin,2011,VISA,Vicia sativa,2
Marin,MBB8_Burn_Marin,2011,AICA,Aira caryophyllea,1
Marin,MBB8_Burn_Marin,2011,AVBA,Avena barbata,1
Marin,MBB8_Burn_Marin,2011,AVFA,Avena fatua,1
Marin,MBB8_Burn_Marin,2011,BRMX,Briza maxima,1
Marin,MBB8_Burn_Marin,2011,CAPY,Carduus pycnocephalus,1
Marin,MBB8_Burn_Marin,2011,GOPH,Gopher mound,1
Marin,MBB8_Burn_Marin,2011,GRAS0,grass; unknown species,1
Marin,MBB8_Burn_Marin,2011,ROCK,Rock,1
Marin,MBB8_Burn_Marin,2012,PLLA,Plantago lanceolata,40
Marin,MBB8_Burn_Marin,2012,NASSE,Nassella species unknown,24
Marin,MBB8_Burn_Marin,2012,VUBR,Vulpia bromoides,16
Marin,MBB8_Burn_Marin,2012,BRHO,Bromus hordeaceus,11
Marin,MBB8_Burn_Marin,2012,LOPE,Lolium perenne,11
Marin,MBB8_Burn_Marin,2012,PLER,Plantago erecta,11
Marin,MBB8_Burn_Marin,2012,BARE,bare ground; no vegetation,6
Marin,MBB8_Burn_Marin,2012,ERCI,Erodium cicutarium,5
Marin,MBB8_Burn_Marin,2012,ANAR,Anagallis arvensis,3
Marin,MBB8_Burn_Marin,2012,GOPH,Gopher mound,3
Marin,MBB8_Burn_Marin,2012,LITT,litter,3
Marin,MBB8_Burn_Marin,2012,BRCA,Bromus carinatus,2
Marin,MBB8_Burn_Marin,2012,ERBO,Erodium botrys,2
Marin,MBB8_Burn_Marin,2012,GEDI,Geranium dissectum,2
Marin,MBB8_Burn_Marin,2012,LUAL,Lupinus albifrons var. collinus,2
Marin,MBB8_Burn_Marin,2012,AVBA,Avena barbata,1
Marin,MBB8_Burn_Marin,2012,BRMX,Briza maxima,1
Marin,MBB8_Burn_Marin,2012,BRDI,Bromus diandrus,1
Marin,MBB8_Burn_Marin,2012,DAPU,Daucus pusillus,1
Marin,MBB8_Burn_Marin,2012,ERLA,Eriogonum latifolium,1
Marin,MBB8_Burn_Marin,2012,HYRA,Hypochaeris radicata,1
Marin,MBB8_Burn_Marin,2012,SIGA,Silene gallica,1
Marin,MBB8_Burn_Marin,2012,SOOL,Sonchus oleraceus,1
Marin,MBB8_Burn_Marin,2012,TRDU,Trifolium dubium,1
Marin,MBB8_Burn_Marin,2012,VISA,Vicia sativa,1
Marin,MBB8_Burn_Marin,2013,NASSE,Nassella species unknown,37
Marin,MBB8_Burn_Marin,2013,VUBR,Vulpia bromoides,27
Marin,MBB8_Burn_Marin,2013,LOMU,Lolium multiflorum,21
Marin,MBB8_Burn_Marin,2013,PLLA,Plantago lanceolata,18
Marin,MBB8_Burn_Marin,2013,ERCI,Erodium cicutarium,13
Marin,MBB8_Burn_Marin,2013,PLER,Plantago erecta,10
Marin,MBB8_Burn_Marin,2013,BRHO,Bromus hordeaceus,9
Marin,MBB8_Burn_Marin,2013,AVBA,Avena barbata,7
Marin,MBB8_Burn_Marin,2013,BARE,bare ground; no vegetation,7
Marin,MBB8_Burn_Marin,2013,LITT,litter,5
Marin,MBB8_Burn_Marin,2013,ERBO,Erodium botrys,3
Marin,MBB8_Burn_Marin,2013,TRDU,Trifolium dubium,3
Marin,MBB8_Burn_Marin,2013,ANAR,Anagallis arvensis,2
Marin,MBB8_Burn_Marin,2013,DAPU,Daucus pusillus,2
Marin,MBB8_Burn_Marin,2013,ERBR,Erodium brachycarpum,2
Marin,MBB8_Burn_Marin,2013,LUAL,Lupinus albifrons var. collinus,2
Marin,MBB8_Burn_Marin,2013,BRMA,Bromus madritensis,1
Marin,MBB8_Burn_Marin,2013,GEML,Geranium molle,1
Marin,MBB8_Burn_Marin,2013,HYGL,Hypochaeris glabra,1
Marin,MBB8_Burn_Marin,2013,VISA,Vicia sativa,1
Marin,MBB8_Burn_Marin,2015,NASSE,Nassella species unknown,38
Marin,MBB8_Burn_Marin,2015,BARE,bare ground; no vegetation,16
Marin,MBB8_Burn_Marin,2015,LOMU,Lolium multiflorum,15
Marin,MBB8_Burn_Marin,2015,PLLA,Plantago lanceolata,14
Marin,MBB8_Burn_Marin,2015,AVBA,Avena barbata,8
Marin,MBB8_Burn_Marin,2015,LITT,litter,8
Marin,MBB8_Burn_Marin,2015,PLER,Plantago erecta,8
Marin,MBB8_Burn_Marin,2015,BRHO,Bromus hordeaceus,7
Marin,MBB8_Burn_Marin,2015,BRMA,Bromus madritensis,4
Marin,MBB8_Burn_Marin,2015,ERBB,Erodium botrys or E. brachycarpum,4
Marin,MBB8_Burn_Marin,2015,LUAL,Lupinus albifrons var. collinus,4
Marin,MBB8_Burn_Marin,2015,BRDI,Bromus diandrus,2
Marin,MBB8_Burn_Marin,2015,ERLA,Eriogonum latifolium,2
Marin,MBB8_Burn_Marin,2015,VUBR,Vulpia bromoides,2
Marin,MBB8_Burn_Marin,2015,AVFA,Avena fatua,1
Marin,MBB8_Burn_Marin,2015,BRMX,Briza maxima,1
Marin,MBB8_Burn_Marin,2015,CAPY,Carduus pycnocephalus,1
Marin,MBB8_Burn_Marin,2015,ERBR,Erodium brachycarpum,1
Marin,MBB8_Burn_Marin,2015,ERCI,Erodium cicutarium,1
Marin,MBB8_Burn_Marin,2015,ESCA,Eschscholzia californica,1
Marin,MBB8_Burn_Marin,2015,HIIN,Hirschfeldia incana,1
Marin,MBB8_Control_Marin,2009,NASSE,Nassella species unknown,61
Marin,MBB8_Control_Marin,2009,BAPI,Baccharis pilularis,32
Marin,MBB8_Control_Marin,2009,AVBA,Avena barbata,9
Marin,MBB8_Control_Marin,2009,LITT,litter,9
Marin,MBB8_Control_Marin,2009,BRHO,Bromus hordeaceus,7
Marin,MBB8_Control_Marin,2009,PLER,Plantago erecta,6
Marin,MBB8_Control_Marin,2009,ERODI,Erodium,5
Marin,MBB8_Control_Marin,2009,PLLA,Plantago lanceolata,5
Marin,MBB8_Control_Marin,2009,ARCA,Artemisia californica,4
Marin,MBB8_Control_Marin,2009,CAPU,Calystegia purpurata ssp. purpurata,3
Marin,MBB8_Control_Marin,2009,ANAR,Anagallis arvensis,2
Marin,MBB8_Control_Marin,2009,VUBR,Vulpia bromoides,2
Marin,MBB8_Control_Marin,2009,BRDI,Bromus diandrus,1
Marin,MBB8_Control_Marin,2009,BRMA,Bromus madritensis,1
Marin,MBB8_Control_Marin,2009,ERLA,Eriogonum latifolium,1
Marin,MBB8_Control_Marin,2009,GACA,Galium californicum,1
Marin,MBB8_Control_Marin,2009,GOPH,Gopher mound,1
Marin,MBB8_Control_Marin,2009,HIIN,Hirschfeldia incana,1
Marin,MBB8_Control_Marin,2009,LUAL,Lupinus albifrons var. collinus,1
Marin,MBB8_Control_Marin,2009,MECA,Melica californica,1
Marin,MBB8_Control_Marin,2009,ROCK,Rock,1
Marin,MBB8_Control_Marin,2010,NAPU,Nassella pulchra,46
Marin,MBB8_Control_Marin,2010,BAPI,Baccharis pilularis,33
Marin,MBB8_Control_Marin,2010,VUBR,Vulpia bromoides,29
Marin,MBB8_Control_Marin,2010,LOPE,Lolium perenne,11
Marin,MBB8_Control_Marin,2010,PLLA,Plantago lanceolata,10
Marin,MBB8_Control_Marin,2010,BRCA,Bromus carinatus,8
Marin,MBB8_Control_Marin,2010,ARCA,Artemisia californica,7
Marin,MBB8_Control_Marin,2010,BRHO,Bromus hordeaceus,7
Marin,MBB8_Control_Marin,2010,BRMA,Bromus madritensis,7
Marin,MBB8_Control_Marin,2010,NASSE,Nassella species unknown,7
Marin,MBB8_Control_Marin,2010,PLER,Plantago erecta,7
Marin,MBB8_Control_Marin,2010,AVFA,Avena fatua,6
Marin,MBB8_Control_Marin,2010,HYGL,Hypochaeris glabra,6
Marin,MBB8_Control_Marin,2010,ANAR,Anagallis arvensis,5
Marin,MBB8_Control_Marin,2010,ERODI,Erodium,5
Marin,MBB8_Control_Marin,2010,GAAP,Galium aparine,5
Marin,MBB8_Control_Marin,2010,CAPU,Calystegia purpurata ssp. purpurata,4
Marin,MBB8_Control_Marin,2010,ERBO,Erodium botrys,4
Marin,MBB8_Control_Marin,2010,GEDI,Geranium dissectum,4
Marin,MBB8_Control_Marin,2010,GRAS0,grass; unknown species,4
Marin,MBB8_Control_Marin,2010,HYRA,Hypochaeris radicata,4
Marin,MBB8_Control_Marin,2010,SOAS,Sonchus asper,4
Marin,MBB8_Control_Marin,2010,AICA,Aira caryophyllea,2
Marin,MBB8_Control_Marin,2010,GALIU,Galium,2
Marin,MBB8_Control_Marin,2010,HIIN,Hirschfeldia incana,2
Marin,MBB8_Control_Marin,2010,AVBA,Avena barbata,1
Marin,MBB8_Control_Marin,2010,DAPU,Daucus pusillus,1
Marin,MBB8_Control_Marin,2010,ERLA,Eriogonum latifolium,1
Marin,MBB8_Control_Marin,2010,ERCI,Erodium cicutarium,1
Marin,MBB8_Control_Marin,2010,ESCA,Eschscholzia californica,1
Marin,MBB8_Control_Marin,2010,FORB0,Forb; unknown species,1
Marin,MBB8_Control_Marin,2010,LUAL,Lupinus albifrons var. collinus,1
Marin,MBB8_Control_Marin,2010,MELIC,Melica species unknown,1
Marin,MBB8_Control_Marin,2010,TRDU,Trifolium dubium,1
Marin,MBB8_Control_Marin,2011,NASSE,Nassella species unknown,54
Marin,MBB8_Control_Marin,2011,VUBR,Vulpia bromoides,40
Marin,MBB8_Control_Marin,2011,BAPI,Baccharis pilularis,30
Marin,MBB8_Control_Marin,2011,PLLA,Plantago lanceolata,30
Marin,MBB8_Control_Marin,2011,LOMU,Lolium multiflorum,24
Marin,MBB8_Control_Marin,2011,BRCA,Bromus carinatus,11
Marin,MBB8_Control_Marin,2011,GAAP,Galium aparine,9
Marin,MBB8_Control_Marin,2011,ARCA,Artemisia californica,8
Marin,MBB8_Control_Marin,2011,PLER,Plantago erecta,8
Marin,MBB8_Control_Marin,2011,GEDI,Geranium dissectum,6
Marin,MBB8_Control_Marin,2011,CAPU,Calystegia purpurata ssp. purpurata,3
Marin,MBB8_Control_Marin,2011,DICA,Dichelostemma capitatum ssp. capitatum,3
Marin,MBB8_Control_Marin,2011,HYGL,Hypochaeris glabra,3
Marin,MBB8_Control_Marin,2011,SOAS,Sonchus asper,3
Marin,MBB8_Control_Marin,2011,ANAR,Anagallis arvensis,2
Marin,MBB8_Control_Marin,2011,AVBA,Avena barbata,2
Marin,MBB8_Control_Marin,2011,AVFA,Avena fatua,2
Marin,MBB8_Control_Marin,2011,BRDI,Bromus diandrus,2
Marin,MBB8_Control_Marin,2011,BRHO,Bromus hordeaceus,2
Marin,MBB8_Control_Marin,2011,BRMA,Bromus madritensis,2
Marin,MBB8_Control_Marin,2011,CEGL,Cerastium glomeratum,2
Marin,MBB8_Control_Marin,2011,ERLA,Eriogonum latifolium,2
Marin,MBB8_Control_Marin,2011,MELIC,Melica species unknown,2
Marin,MBB8_Control_Marin,2011,SHAR,Sherardia arvensis,2
Marin,MBB8_Control_Marin,2011,CLPE,Claytonia perfoliata ssp. perfoliata,1
Marin,MBB8_Control_Marin,2011,CYEC,Cynosurus echinatus,1
Marin,MBB8_Control_Marin,2011,DAPU,Daucus pusillus,1
Marin,MBB8_Control_Marin,2011,ERBO,Erodium botrys,1
Marin,MBB8_Control_Marin,2011,ESCA,Eschscholzia californica,1
Marin,MBB8_Control_Marin,2011,GALIU,Galium,1
Marin,MBB8_Control_Marin,2011,GOPH,Gopher mound,1
Marin,MBB8_Control_Marin,2011,MADIA,Madia,1
Marin,MBB8_Control_Marin,2011,NAPU,Nassella pulchra,1
Marin,MBB8_Control_Marin,2011,SOOL,Sonchus oleraceus,1
Marin,MBB8_Control_Marin,2011,TRPU,Triphysaria pusilla,1
Marin,MBB8_Control_Marin,2012,NASSE,Nassella species unknown,53
Marin,MBB8_Control_Marin,2012,BAPI,Baccharis pilularis,38
Marin,MBB8_Control_Marin,2012,PLLA,Plantago lanceolata,24
Marin,MBB8_Control_Marin,2012,VUBR,Vulpia bromoides,21
Marin,MBB8_Control_Marin,2012,ARCA,Artemisia californica,7
Marin,MBB8_Control_Marin,2012,LOPE,Lolium perenne,7
Marin,MBB8_Control_Marin,2012,PLER,Plantago erecta,7
Marin,MBB8_Control_Marin,2012,BRHO,Bromus hordeaceus,6
Marin,MBB8_Control_Marin,2012,BRCA,Bromus carinatus,4
Marin,MBB8_Control_Marin,2012,LITT,litter,3
Marin,MBB8_Control_Marin,2012,GEDI,Geranium dissectum,2
Marin,MBB8_Control_Marin,2012,SHAR,Sherardia arvensis,2
Marin,MBB8_Control_Marin,2012,ANAR,Anagallis arvensis,1
Marin,MBB8_Control_Marin,2012,AVBA,Avena barbata,1
Marin,MBB8_Control_Marin,2012,BARE,bare ground; no vegetation,1
Marin,MBB8_Control_Marin,2012,ERLA,Eriogonum latifolium,1
Marin,MBB8_Control_Marin,2012,GOPH,Gopher mound,1
Marin,MBB8_Control_Marin,2013,NASSE,Nassella species unknown,66
Marin,MBB8_Control_Marin,2013,VUBR,Vulpia bromoides,48
Marin,MBB8_Control_Marin,2013,BAPI,Baccharis pilularis,39
Marin,MBB8_Control_Marin,2013,LOPE,Lolium perenne,27
Marin,MBB8_Control_Marin,2013,BRHO,Bromus hordeaceus,12
Marin,MBB8_Control_Marin,2013,ERCI,Erodium cicutarium,12
Marin,MBB8_Control_Marin,2013,BRCA,Bromus carinatus,11
Marin,MBB8_Control_Marin,2013,PLLA,Plantago lanceolata,11
Marin,MBB8_Control_Marin,2013,BRDI,Bromus diandrus,8
Marin,MBB8_Control_Marin,2013,BRMA,Bromus madritensis,8
Marin,MBB8_Control_Marin,2013,ARCA,Artemisia californica,7
Marin,MBB8_Control_Marin,2013,AVBA,Avena barbata,4
Marin,MBB8_Control_Marin,2013,CAPU,Calystegia purpurata ssp. purpurata,4
Marin,MBB8_Control_Marin,2013,PLER,Plantago erecta,4
Marin,MBB8_Control_Marin,2013,GAAP,Galium aparine,3
Marin,MBB8_Control_Marin,2013,ANAR,Anagallis arvensis,2
Marin,MBB8_Control_Marin,2013,DAPU,Daucus pusillus,2
Marin,MBB8_Control_Marin,2013,SOAS,Sonchus asper,2
Marin,MBB8_Control_Marin,2013,SOOL,Sonchus oleraceus,2
Marin,MBB8_Control_Marin,2013,BARE,bare ground; no vegetation,1
Marin,MBB8_Control_Marin,2013,ERCA,Eriodictyon californicum,1
Marin,MBB8_Control_Marin,2013,ERODI,Erodium,1
Marin,MBB8_Control_Marin,2013,HYRA,Hypochaeris radicata,1
Marin,MBB8_Control_Marin,2013,MADIA,Madia,1
Marin,MBB8_Control_Marin,2015,NASSE,Nassella species unknown,60
Marin,MBB8_Control_Marin,2015,BAPI,Baccharis pilularis,34
Marin,MBB8_Control_Marin,2015,PLLA,Plantago lanceolata,13
Marin,MBB8_Control_Marin,2015,LOMU,Lolium multiflorum,11
Marin,MBB8_Control_Marin,2015,BRHO,Bromus hordeaceus,6
Marin,MBB8_Control_Marin,2015,BRMA,Bromus madritensis,6
Marin,MBB8_Control_Marin,2015,ARCA,Artemisia californica,5
Marin,MBB8_Control_Marin,2015,AVBA,Avena barbata,4
Marin,MBB8_Control_Marin,2015,CAPU,Calystegia purpurata ssp. purpurata,4
Marin,MBB8_Control_Marin,2015,VUBR,Vulpia bromoides,4
Marin,MBB8_Control_Marin,2015,BARE,bare ground; no vegetation,3
Marin,MBB8_Control_Marin,2015,LITT,litter,3
Marin,MBB8_Control_Marin,2015,PLER,Plantago erecta,3
Marin,MBB8_Control_Marin,2015,ANAR,Anagallis arvensis,2
Marin,MBB8_Control_Marin,2015,ERLA,Eriogonum latifolium,2
Marin,MBB8_Control_Marin,2015,HIIN,Hirschfeldia incana,2
Marin,MBB8_Control_Marin,2015,BRMX,Briza maxima,1
Marin,MBB8_Control_Marin,2015,BRCA,Bromus carinatus,1
Marin,MBB8_Control_Marin,2015,BRDI,Bromus diandrus,1
Marin,MBB8_Control_Marin,2015,CAAF,Castilleja affinis ssp. neglecta,1
Marin,MBB8_Control_Marin,2015,DAPU,Daucus pusillus,1
Marin,MBB8_Control_Marin,2015,ERCI,Erodium cicutarium,1
Marin,MBB8_Control_Marin,2015,GAAP,Galium aparine,1
Marin,MBB8_Control_Marin,2015,LUAL,Lupinus albifrons var. collinus,1
Marin,MBB8_Mechanical_Marin,2009,NASSE,Nassella species unknown,69
Marin,MBB8_Mechanical_Marin,2009,BAPI,Baccharis pilularis,25
Marin,MBB8_Mechanical_Marin,2009,VUBR,Vulpia bromoides,14
Marin,MBB8_Mechanical_Marin,2009,PLLA,Plantago lanceolata,10
Marin,MBB8_Mechanical_Marin,2009,AVBA,Avena barbata,5
Marin,MBB8_Mechanical_Marin,2009,LITT,litter,4
Marin,MBB8_Mechanical_Marin,2009,LOMU,Lolium multiflorum,3
Marin,MBB8_Mechanical_Marin,2009,LUAL,Lupinus albifrons var. collinus,3
Marin,MBB8_Mechanical_Marin,2009,BRCA,Bromus carinatus,2
Marin,MBB8_Mechanical_Marin,2009,CAPU,Calystegia purpurata ssp. purpurata,2
Marin,MBB8_Mechanical_Marin,2009,ERLA,Eriogonum latifolium,2
Marin,MBB8_Mechanical_Marin,2009,BRMA,Bromus madritensis,1
Marin,MBB8_Mechanical_Marin,2009,ERODI,Erodium,1
Marin,MBB8_Mechanical_Marin,2009,ERCI,Erodium cicutarium,1
Marin,MBB8_Mechanical_Marin,2009,PLER,Plantago erecta,1
Marin,MBB8_Mechanical_Marin,2010,NAPU,Nassella pulchra,41
Marin,MBB8_Mechanical_Marin,2010,NALE,Nassella lepida,40
Marin,MBB8_Mechanical_Marin,2010,PLLA,Plantago lanceolata,35
Marin,MBB8_Mechanical_Marin,2010,VUBR,Vulpia bromoides,27
Marin,MBB8_Mechanical_Marin,2010,LOPE,Lolium perenne,25
Marin,MBB8_Mechanical_Marin,2010,BRCA,Bromus carinatus,15
Marin,MBB8_Mechanical_Marin,2010,GEDI,Geranium dissectum,13
Marin,MBB8_Mechanical_Marin,2010,BAPI,Baccharis pilularis,11
Marin,MBB8_Mechanical_Marin,2010,AVBA,Avena barbata,8
Marin,MBB8_Mechanical_Marin,2010,SHAR,Sherardia arvensis,8
Marin,MBB8_Mechanical_Marin,2010,BRMA,Bromus madritensis,7
Marin,MBB8_Mechanical_Marin,2010,GAAP,Galium aparine,7
Marin,MBB8_Mechanical_Marin,2010,CAPU,Calystegia purpurata ssp. purpurata,5
Marin,MBB8_Mechanical_Marin,2010,ANAR,Anagallis arvensis,3
Marin,MBB8_Mechanical_Marin,2010,AVFA,Avena fatua,3
Marin,MBB8_Mechanical_Marin,2010,BRDI,Bromus diandrus,3
Marin,MBB8_Mechanical_Marin,2010,BRHO,Bromus hordeaceus,3
Marin,MBB8_Mechanical_Marin,2010,DAPU,Daucus pusillus,3
Marin,MBB8_Mechanical_Marin,2010,LUAL,Lupinus albifrons var. collinus,3
Marin,MBB8_Mechanical_Marin,2010,NASSE,Nassella species unknown,3
Marin,MBB8_Mechanical_Marin,2010,PLER,Plantago erecta,3
Marin,MBB8_Mechanical_Marin,2010,STAJ,Stachys ajugoides,3
Marin,MBB8_Mechanical_Marin,2010,CAPY,Carduus pycnocephalus,2
Marin,MBB8_Mechanical_Marin,2010,SABI,Sanicula bipinnatifida,2
Marin,MBB8_Mechanical_Marin,2010,CIQU,Cirsium quercetorum,1
Marin,MBB8_Mechanical_Marin,2010,ELGL,Elymus glaucus,1
Marin,MBB8_Mechanical_Marin,2010,ERLA,Eriogonum latifolium,1
Marin,MBB8_Mechanical_Marin,2010,ERCI,Erodium cicutarium,1
Marin,MBB8_Mechanical_Marin,2010,FRVE,Fragaria vesca,1
Marin,MBB8_Mechanical_Marin,2010,RUAC,Rumex acetosella,1
Marin,MBB8_Mechanical_Marin,2010,SONCH,Sonchus unknown species,1
Marin,MBB8_Mechanical_Marin,2010,TRDU,Trifolium dubium,1
Marin,MBB8_Mechanical_Marin,2011,VUBR,Vulpia bromoides,77
Marin,MBB8_Mechanical_Marin,2011,PLLA,Plantago lanceolata,43
Marin,MBB8_Mechanical_Marin,2011,LOMU,Lolium multiflorum,41
Marin,MBB8_Mechanical_Marin,2011,GEDI,Geranium dissectum,19
Marin,MBB8_Mechanical_Marin,2011,NASSE,Nassella species unknown,19
Marin,MBB8_Mechanical_Marin,2011,ERCI,Erodium cicutarium,12
Marin,MBB8_Mechanical_Marin,2011,ANAR,Anagallis arvensis,8
Marin,MBB8_Mechanical_Marin,2011,SHAR,Sherardia arvensis,8
Marin,MBB8_Mechanical_Marin,2011,PLER,Plantago erecta,7
Marin,MBB8_Mechanical_Marin,2011,BRMA,Bromus madritensis,6
Marin,MBB8_Mechanical_Marin,2011,HYGL,Hypochaeris glabra,6
Marin,MBB8_Mechanical_Marin,2011,CAPU,Calystegia purpurata ssp. purpurata,5
Marin,MBB8_Mechanical_Marin,2011,LUPINa,Lupinus; annual species unknown,5
Marin,MBB8_Mechanical_Marin,2011,BRCA,Bromus carinatus,4
Marin,MBB8_Mechanical_Marin,2011,DAPU,Daucus pusillus,3
Marin,MBB8_Mechanical_Marin,2011,TRDU,Trifolium dubium,3
Marin,MBB8_Mechanical_Marin,2011,AICA,Aira caryophyllea,1
Marin,MBB8_Mechanical_Marin,2011,AVFA,Avena fatua,1
Marin,MBB8_Mechanical_Marin,2011,BAPI,Baccharis pilularis,1
Marin,MBB8_Mechanical_Marin,2011,BRMX,Briza maxima,1
Marin,MBB8_Mechanical_Marin,2011,BRDI,Bromus diandrus,1
Marin,MBB8_Mechanical_Marin,2011,CAPY,Carduus pycnocephalus,1
Marin,MBB8_Mechanical_Marin,2011,CIQU,Cirsium quercetorum,1
Marin,MBB8_Mechanical_Marin,2011,ELGL,Elymus glaucus,1
Marin,MBB8_Mechanical_Marin,2011,GEML,Geranium molle,1
Marin,MBB8_Mechanical_Marin,2011,GOPH,Gopher mound,1
Marin,MBB8_Mechanical_Marin,2011,GRAS0,grass; unknown species,1
Marin,MBB8_Mechanical_Marin,2011,SABI,Sanicula bipinnatifida,1
Marin,MBB8_Mechanical_Marin,2011,SIGA,Silene gallica,1
Marin,MBB8_Mechanical_Marin,2011,SOOL,Sonchus oleraceus,1
Marin,MBB8_Mechanical_Marin,2011,STAJ,Stachys ajugoides,1
Marin,MBB8_Mechanical_Marin,2011,TRPU,Triphysaria pusilla,1
Marin,MBB8_Mechanical_Marin,2012,PLLA,Plantago lanceolata,54
Marin,MBB8_Mechanical_Marin,2012,VUBR,Vulpia bromoides,32
Marin,MBB8_Mechanical_Marin,2012,NASSE,Nassella species unknown,15
Marin,MBB8_Mechanical_Marin,2012,LOPE,Lolium perenne,14
Marin,MBB8_Mechanical_Marin,2012,LITT,litter,9
Marin,MBB8_Mechanical_Marin,2012,PLER,Plantago erecta,8
Marin,MBB8_Mechanical_Marin,2012,PISE,Piptochaetium setosum,7
Marin,MBB8_Mechanical_Marin,2012,BARE,bare ground; no vegetation,3
Marin,MBB8_Mechanical_Marin,2012,RACL,Ranunculus californicus,2
Marin,MBB8_Mechanical_Marin,2012,ANAR,Anagallis arvensis,1
Marin,MBB8_Mechanical_Marin,2012,AVBA,Avena barbata,1
Marin,MBB8_Mechanical_Marin,2012,BAPI,Baccharis pilularis,1
Marin,MBB8_Mechanical_Marin,2012,BRCA,Bromus carinatus,1
Marin,MBB8_Mechanical_Marin,2012,BRHO,Bromus hordeaceus,1
Marin,MBB8_Mechanical_Marin,2012,CIQU,Cirsium quercetorum,1
Marin,MBB8_Mechanical_Marin,2012,DAPU,Daucus pusillus,1
Marin,MBB8_Mechanical_Marin,2012,ERCI,Erodium cicutarium,1
Marin,MBB8_Mechanical_Marin,2012,GEDI,Geranium dissectum,1
Marin,MBB8_Mechanical_Marin,2012,GOPH,Gopher mound,1
Marin,MBB8_Mechanical_Marin,2012,LUAL,Lupinus albifrons var. collinus,1
Marin,MBB8_Mechanical_Marin,2012,SABI,Sanicula bipinnatifida,1
Marin,MBB8_Mechanical_Marin,2012,SIGA,Silene gallica,1
Marin,MBB8_Mechanical_Marin,2012,TRDU,Trifolium dubium,1
Marin,MBB8_Mechanical_Marin,2013,VUBR,Vulpia bromoides,68
Marin,MBB8_Mechanical_Marin,2013,PLLA,Plantago lanceolata,49
Marin,MBB8_Mechanical_Marin,2013,LOPE,Lolium perenne,40
Marin,MBB8_Mechanical_Marin,2013,NASSE,Nassella species unknown,36
Marin,MBB8_Mechanical_Marin,2013,ERCI,Erodium cicutarium,21
Marin,MBB8_Mechanical_Marin,2013,PLER,Plantago erecta,7
Marin,MBB8_Mechanical_Marin,2013,AVBA,Avena barbata,4
Marin,MBB8_Mechanical_Marin,2013,BRDI,Bromus diandrus,3
Marin,MBB8_Mechanical_Marin,2013,BRHO,Bromus hordeaceus,3
Marin,MBB8_Mechanical_Marin,2013,BRMA,Bromus madritensis,3
Marin,MBB8_Mechanical_Marin,2013,ANAR,Anagallis arvensis,2
Marin,MBB8_Mechanical_Marin,2013,BAPI,Baccharis pilularis,2
Marin,MBB8_Mechanical_Marin,2013,BARE,bare ground; no vegetation,2
Marin,MBB8_Mechanical_Marin,2013,HYRA,Hypochaeris radicata,2
Marin,MBB8_Mechanical_Marin,2013,SHAR,Sherardia arvensis,2
Marin,MBB8_Mechanical_Marin,2013,SIGA,Silene gallica,2
Marin,MBB8_Mechanical_Marin,2013,TRCA,Trifolium campestre,2
Marin,MBB8_Mechanical_Marin,2013,BRMX,Briza maxima,1
Marin,MBB8_Mechanical_Marin,2013,CAPU,Calystegia purpurata ssp. purpurata,1
Marin,MBB8_Mechanical_Marin,2013,CHPO,Chlorogalum pomeridianum,1
Marin,MBB8_Mechanical_Marin,2013,DAPU,Daucus pusillus,1
Marin,MBB8_Mechanical_Marin,2015,NASSE,Nassella species unknown,61
Marin,MBB8_Mechanical_Marin,2015,PLLA,Plantago lanceolata,23
Marin,MBB8_Mechanical_Marin,2015,VUBR,Vulpia bromoides,22
Marin,MBB8_Mechanical_Marin,2015,LOMU,Lolium multiflorum,14
Marin,MBB8_Mechanical_Marin,2015,BRMA,Bromus madritensis,7
Marin,MBB8_Mechanical_Marin,2015,AVBA,Avena barbata,6
Marin,MBB8_Mechanical_Marin,2015,BARE,bare ground; no vegetation,6
Marin,MBB8_Mechanical_Marin,2015,LITT,litter,5
Marin,MBB8_Mechanical_Marin,2015,PLER,Plantago erecta,5
Marin,MBB8_Mechanical_Marin,2015,BAPI,Baccharis pilularis,4
Marin,MBB8_Mechanical_Marin,2015,ERCI,Erodium cicutarium,4
Marin,MBB8_Mechanical_Marin,2015,ANAR,Anagallis arvensis,2
Marin,MBB8_Mechanical_Marin,2015,DAPU,Daucus pusillus,2
Marin,MBB8_Mechanical_Marin,2015,BRDI,Bromus diandrus,1
Marin,MBB8_Mechanical_Marin,2015,ELGL,Elymus glaucus,1
Marin,MBB8_Mechanical_Marin,2015,LUAL,Lupinus albifrons var. collinus,1
Marin,MBB8_Mechanical_Marin,2015,PISE,Piptochaetium setosum,1
Marin,MBB9_Burn_Marin,2009,NASSE,Nassella species unknown,27
Marin,MBB9_Burn_Marin,2009,BAPI,Baccharis pilularis,23
Marin,MBB9_Burn_Marin,2009,AGROS,Agrostis,16
Marin,MBB9_Burn_Marin,2009,WYAN,Wyethia angustifolia,13
Marin,MBB9_Burn_Marin,2009,ELGL,Elymus glaucus,11
