Site,MacroPlot,Year,Species,Scientific_Name,Count
Milagra,MBB2_Burn_Milagra,2012,ELGL,Elymus glaucus,1
Milagra,MBB2_Burn_Milagra,2012,GRST,Grindelia stricta,1
Milagra,MBB2_Burn_Milagra,2012,LUVA,Lupinus variicolor,1
Milagra,MBB2_Burn_Milagra,2012,RUUR,Rubus ursinus,1
Milagra,MBB2_Burn_Milagra,2013,NASSE,Nassella species unknown,69
Milagra,MBB2_Burn_Milagra,2013,BAPI,Baccharis pilularis,17
Milagra,MBB2_Burn_Milagra,2013,VUBR,Vulpia bromoides,8
Milagra,MBB2_Burn_Milagra,2013,ARCA,Artemisia californica,7
Milagra,MBB2_Burn_Milagra,2013,AVBA,Avena barbata,6
Milagra,MBB2_Burn_Milagra,2013,LUAL,Lupinus albifrons var. collinus,6
Milagra,MBB2_Burn_Milagra,2013,BARE,bare ground; no vegetation,5
Milagra,MBB2_Burn_Milagra,2013,BRCA,Bromus carinatus,5
Milagra,MBB2_Burn_Milagra,2013,LOPE,Lolium perenne,5
Milagra,MBB2_Burn_Milagra,2013,BRMX,Briza maxima,4
Milagra,MBB2_Burn_Milagra,2013,BRHO,Bromus hordeaceus,4
Milagra,MBB2_Burn_Milagra,2013,ERLA,Eriogonum latifolium,4
Milagra,MBB2_Burn_Milagra,2013,IRDO,Iris douglasiana,4
Milagra,MBB2_Burn_Milagra,2013,TRCA,Trifolium campestre,4
Milagra,MBB2_Burn_Milagra,2013,FIGA,Filago gallica,3
Milagra,MBB2_Burn_Milagra,2013,ANAR,Anagallis arvensis,2
Milagra,MBB2_Burn_Milagra,2013,BRDS,Brachypodium distachyon,2
Milagra,MBB2_Burn_Milagra,2013,CAAF,Castilleja affinis ssp. neglecta,2
Milagra,MBB2_Burn_Milagra,2013,DACA,Danthonia californica,2
Milagra,MBB2_Burn_Milagra,2013,DAPU,Daucus pusillus,2
Milagra,MBB2_Burn_Milagra,2013,ERCI,Erodium cicutarium,2
Milagra,MBB2_Burn_Milagra,2013,LOWR,Lotus wrangelianus,2
Milagra,MBB2_Burn_Milagra,2013,LUCO,Luzula comosa,2
Milagra,MBB2_Burn_Milagra,2013,RUUR,Rubus ursinus,2
Milagra,MBB2_Burn_Milagra,2013,VUMY,Vulpia myuros,2
Milagra,MBB2_Burn_Milagra,2013,AICA,Aira caryophyllea,1
Milagra,MBB2_Burn_Milagra,2013,ERCA,Eriodictyon californicum,1
Milagra,MBB2_Burn_Milagra,2013,GAAP,Galium aparine,1
Milagra,MBB2_Burn_Milagra,2013,MEPO,Medicago polymorpha,1
Milagra,MBB2_Burn_Milagra,2013,PLER,Plantago erecta,1
Milagra,MBB2_Burn_Milagra,2013,VISA,Vicia sativa,1
Milagra,MBB2_Burn_Milagra,2015,NASSE,Nassella species unknown,51
Milagra,MBB2_Burn_Milagra,2015,LITT,litter,16
Milagra,MBB2_Burn_Milagra,2015,ARCA,Artemisia californica,12
Milagra,MBB2_Burn_Milagra,2015,BAPI,Baccharis pilularis,11
Milagra,MBB2_Burn_Milagra,2015,BARE,bare ground; no vegetation,9
Milagra,MBB2_Burn_Milagra,2015,LUAL,Lupinus albifrons var. collinus,6
Milagra,MBB2_Burn_Milagra,2015,ERLA,Eriogonum latifolium,4
Milagra,MBB2_Burn_Milagra,2015,IRDO,Iris douglasiana,4
Milagra,MBB2_Burn_Milagra,2015,FIGA,Filago gallica,2
Milagra,MBB2_Burn_Milagra,2015,ANAR,Anagallis arvensis,1
Milagra,MBB2_Burn_Milagra,2015,BRMX,Briza maxima,1
Milagra,MBB2_Burn_Milagra,2015,FRVE,Fragaria vesca,1
Milagra,MBB2_Burn_Milagra,2015,RUUR,Rubus ursinus,1
Milagra,MBB2_Control_Milagra,2009,NASSE,Nassella species unknown,71
Milagra,MBB2_Control_Milagra,2009,ARCA,Artemisia californica,16
Milagra,MBB2_Control_Milagra,2009,BAPI,Baccharis pilularis,11
Milagra,MBB2_Control_Milagra,2009,ERLA,Eriogonum latifolium,9
Milagra,MBB2_Control_Milagra,2009,LITT,litter,8
Milagra,MBB2_Control_Milagra,2009,ANAR,Anagallis arvensis,4
Milagra,MBB2_Control_Milagra,2009,BARE,bare ground; no vegetation,4
Milagra,MBB2_Control_Milagra,2009,DACA,Danthonia californica,2
Milagra,MBB2_Control_Milagra,2009,DAPU,Daucus pusillus,2
Milagra,MBB2_Control_Milagra,2009,LUAL,Lupinus albifrons var. collinus,2
Milagra,MBB2_Control_Milagra,2009,VUBR,Vulpia bromoides,2
Milagra,MBB2_Control_Milagra,2009,AVENA,Avena species unknown,1
Milagra,MBB2_Control_Milagra,2009,BRDS,Brachypodium distachyon,1
Milagra,MBB2_Control_Milagra,2009,BRCA,Bromus carinatus,1
Milagra,MBB2_Control_Milagra,2009,ELGL,Elymus glaucus,1
Milagra,MBB2_Control_Milagra,2009,FIGA,Filago gallica,1
Milagra,MBB2_Control_Milagra,2009,GRAS0,grass; unknown species,1
Milagra,MBB2_Control_Milagra,2009,HOCA,Horkelia californica,1
Milagra,MBB2_Control_Milagra,2009,LOTUS,Lotus species unknown,1
Milagra,MBB2_Control_Milagra,2009,SIGA,Silene gallica,1
Milagra,MBB2_Control_Milagra,2009,VISA,Vicia sativa,1
Milagra,MBB2_Control_Milagra,2010,NASSE,Nassella species unknown,67
Milagra,MBB2_Control_Milagra,2010,ARCA,Artemisia californica,19
Milagra,MBB2_Control_Milagra,2010,BAPI,Baccharis pilularis,9
Milagra,MBB2_Control_Milagra,2010,NAPU,Nassella pulchra,9
Milagra,MBB2_Control_Milagra,2010,FIGA,Filago gallica,6
Milagra,MBB2_Control_Milagra,2010,DAPU,Daucus pusillus,5
Milagra,MBB2_Control_Milagra,2010,LOWR,Lotus wrangelianus,5
Milagra,MBB2_Control_Milagra,2010,VUBR,Vulpia bromoides,5
Milagra,MBB2_Control_Milagra,2010,LUAL,Lupinus albifrons var. collinus,4
Milagra,MBB2_Control_Milagra,2010,ANAR,Anagallis arvensis,3
Milagra,MBB2_Control_Milagra,2010,HYGL,Hypochaeris glabra,3
Milagra,MBB2_Control_Milagra,2010,MEPO,Medicago polymorpha,3
Milagra,MBB2_Control_Milagra,2010,BARE,bare ground; no vegetation,2
Milagra,MBB2_Control_Milagra,2010,BRDS,Brachypodium distachyon,2
Milagra,MBB2_Control_Milagra,2010,BRCA,Bromus carinatus,2
Milagra,MBB2_Control_Milagra,2010,ERLA,Eriogonum latifolium,2
Milagra,MBB2_Control_Milagra,2010,LUCO,Luzula comosa,2
Milagra,MBB2_Control_Milagra,2010,NALE,Nassella lepida,2
Milagra,MBB2_Control_Milagra,2010,SIGA,Silene gallica,2
Milagra,MBB2_Control_Milagra,2010,AICA,Aira caryophyllea,1
Milagra,MBB2_Control_Milagra,2010,AVFA,Avena fatua,1
Milagra,MBB2_Control_Milagra,2010,CAREX,Carex species unknown,1
Milagra,MBB2_Control_Milagra,2010,CAAF,Castilleja affinis ssp. neglecta,1
Milagra,MBB2_Control_Milagra,2010,CEGL,Cerastium glomeratum,1
Milagra,MBB2_Control_Milagra,2010,ERCI,Erodium cicutarium,1
Milagra,MBB2_Control_Milagra,2010,LATHY,Lathyrus,1
Milagra,MBB2_Control_Milagra,2010,LUVA,Lupinus variicolor,1
Milagra,MBB2_Control_Milagra,2010,MELIC,Melica species unknown,1
Milagra,MBB2_Control_Milagra,2010,MOSS,Moss,1
Milagra,MBB2_Control_Milagra,2010,PLLA,Plantago lanceolata,1
Milagra,MBB2_Control_Milagra,2010,SIBE,Sisyrinchium bellum,1
Milagra,MBB2_Control_Milagra,2010,VISA,Vicia sativa,1
Milagra,MBB2_Control_Milagra,2011,NASSE,Nassella species unknown,69
Milagra,MBB2_Control_Milagra,2011,ARCA,Artemisia californica,22
Milagra,MBB2_Control_Milagra,2011,VUBR,Vulpia bromoides,19
Milagra,MBB2_Control_Milagra,2011,BAPI,Baccharis pilularis,12
Milagra,MBB2_Control_Milagra,2011,LUAL,Lupinus albifrons var. collinus,9
Milagra,MBB2_Control_Milagra,2011,FIGA,Filago gallica,7
Milagra,MBB2_Control_Milagra,2011,BRCA,Bromus carinatus,6
Milagra,MBB2_Control_Milagra,2011,DACA,Danthonia californica,5
Milagra,MBB2_Control_Milagra,2011,ERLA,Eriogonum latifolium,5
Milagra,MBB2_Control_Milagra,2011,BARE,bare ground; no vegetation,3
Milagra,MBB2_Control_Milagra,2011,ELGL,Elymus glaucus,3
Milagra,MBB2_Control_Milagra,2011,AICA,Aira caryophyllea,2
Milagra,MBB2_Control_Milagra,2011,DAPU,Daucus pusillus,2
Milagra,MBB2_Control_Milagra,2011,FRVE,Fragaria vesca,2
Milagra,MBB2_Control_Milagra,2011,HYGL,Hypochaeris glabra,2
Milagra,MBB2_Control_Milagra,2011,LITT,litter,2
Milagra,MBB2_Control_Milagra,2011,LOWR,Lotus wrangelianus,2
Milagra,MBB2_Control_Milagra,2011,ANAR,Anagallis arvensis,1
Milagra,MBB2_Control_Milagra,2011,BRDS,Brachypodium distachyon,1
Milagra,MBB2_Control_Milagra,2011,ERCI,Erodium cicutarium,1
Milagra,MBB2_Control_Milagra,2011,FERU,Festuca rubra,1
Milagra,MBB2_Control_Milagra,2011,GAAP,Galium aparine,1
Milagra,MBB2_Control_Milagra,2011,GOPH,Gopher mound,1
Milagra,MBB2_Control_Milagra,2011,HOCA,Horkelia californica,1
Milagra,MBB2_Control_Milagra,2011,LUVA,Lupinus variicolor,1
Milagra,MBB2_Control_Milagra,2011,LUCO,Luzula comosa,1
Milagra,MBB2_Control_Milagra,2011,PLLA,Plantago lanceolata,1
Milagra,MBB2_Control_Milagra,2012,NASSE,Nassella species unknown,61
Milagra,MBB2_Control_Milagra,2012,ARCA,Artemisia californica,22
Milagra,MBB2_Control_Milagra,2012,BAPI,Baccharis pilularis,17
Milagra,MBB2_Control_Milagra,2012,LUAL,Lupinus albifrons var. collinus,12
Milagra,MBB2_Control_Milagra,2012,DACA,Danthonia californica,7
Milagra,MBB2_Control_Milagra,2012,LITT,litter,6
Milagra,MBB2_Control_Milagra,2012,VUBR,Vulpia bromoides,5
Milagra,MBB2_Control_Milagra,2012,BRCA,Bromus carinatus,4
Milagra,MBB2_Control_Milagra,2012,FRVE,Fragaria vesca,4
Milagra,MBB2_Control_Milagra,2012,BARE,bare ground; no vegetation,3
Milagra,MBB2_Control_Milagra,2012,ERLA,Eriogonum latifolium,3
Milagra,MBB2_Control_Milagra,2012,BRDS,Brachypodium distachyon,2
Milagra,MBB2_Control_Milagra,2012,FIGA,Filago gallica,2
Milagra,MBB2_Control_Milagra,2012,ACMI,Achillea millefolium,1
Milagra,MBB2_Control_Milagra,2012,AICA,Aira caryophyllea,1
Milagra,MBB2_Control_Milagra,2012,CAAF,Castilleja affinis ssp. neglecta,1
Milagra,MBB2_Control_Milagra,2012,LUVA,Lupinus variicolor,1
Milagra,MBB2_Control_Milagra,2012,MEPO,Medicago polymorpha,1
Milagra,MBB2_Control_Milagra,2013,NASSE,Nassella species unknown,82
Milagra,MBB2_Control_Milagra,2013,LUAL,Lupinus albifrons var. collinus,21
Milagra,MBB2_Control_Milagra,2013,ARCA,Artemisia californica,20
Milagra,MBB2_Control_Milagra,2013,BAPI,Baccharis pilularis,15
Milagra,MBB2_Control_Milagra,2013,BRCA,Bromus carinatus,8
Milagra,MBB2_Control_Milagra,2013,ERLA,Eriogonum latifolium,7
Milagra,MBB2_Control_Milagra,2013,VUBR,Vulpia bromoides,7
Milagra,MBB2_Control_Milagra,2013,LUCO,Luzula comosa,6
Milagra,MBB2_Control_Milagra,2013,CAAF,Castilleja affinis ssp. neglecta,4
Milagra,MBB2_Control_Milagra,2013,DACA,Danthonia californica,4
Milagra,MBB2_Control_Milagra,2013,LUVA,Lupinus variicolor,4
Milagra,MBB2_Control_Milagra,2013,BARE,bare ground; no vegetation,3
Milagra,MBB2_Control_Milagra,2013,LOWR,Lotus wrangelianus,3
Milagra,MBB2_Control_Milagra,2013,PLLA,Plantago lanceolata,3
Milagra,MBB2_Control_Milagra,2013,TRCA,Trifolium campestre,3
Milagra,MBB2_Control_Milagra,2013,AICA,Aira caryophyllea,2
Milagra,MBB2_Control_Milagra,2013,ANAR,Anagallis arvensis,2
Milagra,MBB2_Control_Milagra,2013,VISA,Vicia sativa,2
Milagra,MBB2_Control_Milagra,2013,VUMY,Vulpia myuros,2
Milagra,MBB2_Control_Milagra,2013,FRVE,Fragaria vesca,1
Milagra,MBB2_Control_Milagra,2013,LITT,litter,1
Milagra,MBB2_Control_Milagra,2013,PLER,Plantago erecta,1
Milagra,MBB2_Control_Milagra,2013,POGL,Potentilla glandulosa,1
Milagra,MBB2_Control_Milagra,2015,NASSE,Nassella species unknown,61
Milagra,MBB2_Control_Milagra,2015,LUAL,Lupinus albifrons var. collinus,20
Milagra,MBB2_Control_Milagra,2015,BAPI,Baccharis pilularis,18
Milagra,MBB2_Control_Milagra,2015,ARCA,Artemisia californica,17
Milagra,MBB2_Control_Milagra,2015,LITT,litter,10
Milagra,MBB2_Control_Milagra,2015,DACA,Danthonia californica,7
Milagra,MBB2_Control_Milagra,2015,BARE,bare ground; no vegetation,6
Milagra,MBB2_Control_Milagra,2015,ERLA,Eriogonum latifolium,3
Milagra,MBB2_Control_Milagra,2015,BRDS,Brachypodium distachyon,1
Milagra,MBB2_Control_Milagra,2015,FRVE,Fragaria vesca,1
Milagra,MBB2_Mechanical_Milagra,2009,NASSE,Nassella species unknown,65
Milagra,MBB2_Mechanical_Milagra,2009,ARCA,Artemisia californica,11
Milagra,MBB2_Mechanical_Milagra,2009,LUAL,Lupinus albifrons var. collinus,10
Milagra,MBB2_Mechanical_Milagra,2009,BAPI,Baccharis pilularis,8
Milagra,MBB2_Mechanical_Milagra,2009,ERLA,Eriogonum latifolium,8
Milagra,MBB2_Mechanical_Milagra,2009,BARE,bare ground; no vegetation,7
Milagra,MBB2_Mechanical_Milagra,2009,LITT,litter,4
Milagra,MBB2_Mechanical_Milagra,2009,FIGA,Filago gallica,2
Milagra,MBB2_Mechanical_Milagra,2009,VUBR,Vulpia bromoides,2
Milagra,MBB2_Mechanical_Milagra,2009,AVENA,Avena species unknown,1
Milagra,MBB2_Mechanical_Milagra,2009,BRDS,Brachypodium distachyon,1
Milagra,MBB2_Mechanical_Milagra,2009,DACA,Danthonia californica,1
Milagra,MBB2_Mechanical_Milagra,2009,LOTUS,Lotus species unknown,1
Milagra,MBB2_Mechanical_Milagra,2009,ROCK,Rock,1
Milagra,MBB2_Mechanical_Milagra,2009,SHRB0,Shrub unknown,1
Milagra,MBB2_Mechanical_Milagra,2009,SIGA,Silene gallica,1
Milagra,MBB2_Mechanical_Milagra,2010,NASSE,Nassella species unknown,56
Milagra,MBB2_Mechanical_Milagra,2010,VUBR,Vulpia bromoides,14
Milagra,MBB2_Mechanical_Milagra,2010,LUAL,Lupinus albifrons var. collinus,12
Milagra,MBB2_Mechanical_Milagra,2010,NALE,Nassella lepida,12
Milagra,MBB2_Mechanical_Milagra,2010,ERLA,Eriogonum latifolium,9
Milagra,MBB2_Mechanical_Milagra,2010,BARE,bare ground; no vegetation,7
Milagra,MBB2_Mechanical_Milagra,2010,FIGA,Filago gallica,7
Milagra,MBB2_Mechanical_Milagra,2010,LOWR,Lotus wrangelianus,7
Milagra,MBB2_Mechanical_Milagra,2010,ARCA,Artemisia californica,6
Milagra,MBB2_Mechanical_Milagra,2010,BAPI,Baccharis pilularis,5
Milagra,MBB2_Mechanical_Milagra,2010,LOPE,Lolium perenne,5
Milagra,MBB2_Mechanical_Milagra,2010,MEPO,Medicago polymorpha,5
Milagra,MBB2_Mechanical_Milagra,2010,DAPU,Daucus pusillus,4
Milagra,MBB2_Mechanical_Milagra,2010,ERCI,Erodium cicutarium,3
Milagra,MBB2_Mechanical_Milagra,2010,MOSS,Moss,3
Milagra,MBB2_Mechanical_Milagra,2010,NAPU,Nassella pulchra,3
Milagra,MBB2_Mechanical_Milagra,2010,ANAR,Anagallis arvensis,2
Milagra,MBB2_Mechanical_Milagra,2010,GAAP,Galium aparine,2
Milagra,MBB2_Mechanical_Milagra,2010,HYGL,Hypochaeris glabra,2
Milagra,MBB2_Mechanical_Milagra,2010,AGROS,Agrostis,1
Milagra,MBB2_Mechanical_Milagra,2010,BRDS,Brachypodium distachyon,1
Milagra,MBB2_Mechanical_Milagra,2010,BRCA,Bromus carinatus,1
Milagra,MBB2_Mechanical_Milagra,2010,BRDI,Bromus diandrus,1
Milagra,MBB2_Mechanical_Milagra,2010,CAAF,Castilleja affinis ssp. neglecta,1
Milagra,MBB2_Mechanical_Milagra,2010,FRVE,Fragaria vesca,1
Milagra,MBB2_Mechanical_Milagra,2010,LATHY,Lathyrus,1
Milagra,MBB2_Mechanical_Milagra,2010,LUCO,Luzula comosa,1
Milagra,MBB2_Mechanical_Milagra,2010,MCOT0,monocot unknown; no info,1
Milagra,MBB2_Mechanical_Milagra,2010,PLER,Plantago erecta,1
Milagra,MBB2_Mechanical_Milagra,2010,SIGA,Silene gallica,1
Milagra,MBB2_Mechanical_Milagra,2010,VICIA,Vicia,1
Milagra,MBB2_Mechanical_Milagra,2011,VUBR,Vulpia bromoides,49
Milagra,MBB2_Mechanical_Milagra,2011,NASSE,Nassella species unknown,27
Milagra,MBB2_Mechanical_Milagra,2011,LOWR,Lotus wrangelianus,11
Milagra,MBB2_Mechanical_Milagra,2011,DAPU,Daucus pusillus,9
Milagra,MBB2_Mechanical_Milagra,2011,ANAR,Anagallis arvensis,8
Milagra,MBB2_Mechanical_Milagra,2011,BARE,bare ground; no vegetation,8
Milagra,MBB2_Mechanical_Milagra,2011,FIGA,Filago gallica,5
Milagra,MBB2_Mechanical_Milagra,2011,PLER,Plantago erecta,5
Milagra,MBB2_Mechanical_Milagra,2011,AICA,Aira caryophyllea,4
Milagra,MBB2_Mechanical_Milagra,2011,LOMU,Lolium multiflorum,4
Milagra,MBB2_Mechanical_Milagra,2011,BRDS,Brachypodium distachyon,3
Milagra,MBB2_Mechanical_Milagra,2011,ERLA,Eriogonum latifolium,3
Milagra,MBB2_Mechanical_Milagra,2011,GAAP,Galium aparine,3
Milagra,MBB2_Mechanical_Milagra,2011,TRCA,Trifolium campestre,3
Milagra,MBB2_Mechanical_Milagra,2011,GEDI,Geranium dissectum,2
Milagra,MBB2_Mechanical_Milagra,2011,LITT,litter,2
Milagra,MBB2_Mechanical_Milagra,2011,SIGA,Silene gallica,2
Milagra,MBB2_Mechanical_Milagra,2011,APOC,Aphanes occidentalis,1
Milagra,MBB2_Mechanical_Milagra,2011,ARCA,Artemisia californica,1
Milagra,MBB2_Mechanical_Milagra,2011,AVFA,Avena fatua,1
Milagra,MBB2_Mechanical_Milagra,2011,BAPI,Baccharis pilularis,1
Milagra,MBB2_Mechanical_Milagra,2011,BRCA,Bromus carinatus,1
Milagra,MBB2_Mechanical_Milagra,2011,BRHO,Bromus hordeaceus,1
Milagra,MBB2_Mechanical_Milagra,2011,DACA,Danthonia californica,1
Milagra,MBB2_Mechanical_Milagra,2011,FRVE,Fragaria vesca,1
Milagra,MBB2_Mechanical_Milagra,2011,HYGL,Hypochaeris glabra,1
Milagra,MBB2_Mechanical_Milagra,2011,LUAL,Lupinus albifrons var. collinus,1
Milagra,MBB2_Mechanical_Milagra,2012,NASSE,Nassella species unknown,67
Milagra,MBB2_Mechanical_Milagra,2012,VUBR,Vulpia bromoides,25
Milagra,MBB2_Mechanical_Milagra,2012,ERLA,Eriogonum latifolium,7
Milagra,MBB2_Mechanical_Milagra,2012,FIGA,Filago gallica,7
Milagra,MBB2_Mechanical_Milagra,2012,LITT,litter,7
Milagra,MBB2_Mechanical_Milagra,2012,BRDS,Brachypodium distachyon,6
Milagra,MBB2_Mechanical_Milagra,2012,DACA,Danthonia californica,6
Milagra,MBB2_Mechanical_Milagra,2012,HYGL,Hypochaeris glabra,5
Milagra,MBB2_Mechanical_Milagra,2012,LUAL,Lupinus albifrons var. collinus,5
Milagra,MBB2_Mechanical_Milagra,2012,BAPI,Baccharis pilularis,4
Milagra,MBB2_Mechanical_Milagra,2012,PLLA,Plantago lanceolata,4
Milagra,MBB2_Mechanical_Milagra,2012,CAAF,Castilleja affinis ssp. neglecta,3
Milagra,MBB2_Mechanical_Milagra,2012,PLER,Plantago erecta,3
Milagra,MBB2_Mechanical_Milagra,2012,ARCA,Artemisia californica,2
Milagra,MBB2_Mechanical_Milagra,2012,BRCA,Bromus carinatus,2
Milagra,MBB2_Mechanical_Milagra,2012,DAPU,Daucus pusillus,2
Milagra,MBB2_Mechanical_Milagra,2012,FRVE,Fragaria vesca,2
Milagra,MBB2_Mechanical_Milagra,2012,BRDI,Bromus diandrus,1
Milagra,MBB2_Mechanical_Milagra,2012,CAOV,Camissonia ovata,1
Milagra,MBB2_Mechanical_Milagra,2012,FERU,Festuca rubra,1
Milagra,MBB2_Mechanical_Milagra,2012,GAAP,Galium aparine,1
Milagra,MBB2_Mechanical_Milagra,2012,LOMU,Lolium multiflorum,1
Milagra,MBB2_Mechanical_Milagra,2012,LUVA,Lupinus variicolor,1
Milagra,MBB2_Mechanical_Milagra,2012,MEPO,Medicago polymorpha,1
Milagra,MBB2_Mechanical_Milagra,2012,SIGA,Silene gallica,1
Milagra,MBB2_Mechanical_Milagra,2012,SIBE,Sisyrinchium bellum,1
Milagra,MBB2_Mechanical_Milagra,2013,NASSE,Nassella species unknown,70
Milagra,MBB2_Mechanical_Milagra,2013,ERLA,Eriogonum latifolium,12
Milagra,MBB2_Mechanical_Milagra,2013,LUAL,Lupinus albifrons var. collinus,12
Milagra,MBB2_Mechanical_Milagra,2013,VUBR,Vulpia bromoides,12
Milagra,MBB2_Mechanical_Milagra,2013,FIGA,Filago gallica,11
Milagra,MBB2_Mechanical_Milagra,2013,BAPI,Baccharis pilularis,8
Milagra,MBB2_Mechanical_Milagra,2013,LOWR,Lotus wrangelianus,8
Milagra,MBB2_Mechanical_Milagra,2013,BARE,bare ground; no vegetation,6
Milagra,MBB2_Mechanical_Milagra,2013,PLER,Plantago erecta,6
Milagra,MBB2_Mechanical_Milagra,2013,BRDS,Brachypodium distachyon,5
Milagra,MBB2_Mechanical_Milagra,2013,LOPE,Lolium perenne,5
Milagra,MBB2_Mechanical_Milagra,2013,TRCA,Trifolium campestre,5
Milagra,MBB2_Mechanical_Milagra,2013,DAPU,Daucus pusillus,4
Milagra,MBB2_Mechanical_Milagra,2013,VUMY,Vulpia myuros,4
Milagra,MBB2_Mechanical_Milagra,2013,AICA,Aira caryophyllea,3
Milagra,MBB2_Mechanical_Milagra,2013,ARCA,Artemisia californica,3
Milagra,MBB2_Mechanical_Milagra,2013,BRCA,Bromus carinatus,2
Milagra,MBB2_Mechanical_Milagra,2013,DACA,Danthonia californica,2
Milagra,MBB2_Mechanical_Milagra,2013,ERCI,Erodium cicutarium,2
Milagra,MBB2_Mechanical_Milagra,2013,ANAR,Anagallis arvensis,1
Milagra,MBB2_Mechanical_Milagra,2013,ELGL,Elymus glaucus,1
Milagra,MBB2_Mechanical_Milagra,2013,GNCA,Gnaphalium californicum,1
Milagra,MBB2_Mechanical_Milagra,2013,LUVA,Lupinus variicolor,1
Milagra,MBB2_Mechanical_Milagra,2013,VISA,Vicia sativa,1
Milagra,MBB2_Mechanical_Milagra,2015,NASSE,Nassella species unknown,64
Milagra,MBB2_Mechanical_Milagra,2015,BARE,bare ground; no vegetation,13
Milagra,MBB2_Mechanical_Milagra,2015,ARCA,Artemisia californica,9
Milagra,MBB2_Mechanical_Milagra,2015,BAPI,Baccharis pilularis,7
Milagra,MBB2_Mechanical_Milagra,2015,LITT,litter,7
Milagra,MBB2_Mechanical_Milagra,2015,LUAL,Lupinus albifrons var. collinus,7
Milagra,MBB2_Mechanical_Milagra,2015,DACA,Danthonia californica,6
Milagra,MBB2_Mechanical_Milagra,2015,ERLA,Eriogonum latifolium,4
Milagra,MBB2_Mechanical_Milagra,2015,ANAR,Anagallis arvensis,2
Milagra,MBB2_Mechanical_Milagra,2015,ERCI,Erodium cicutarium,2
Milagra,MBB2_Mechanical_Milagra,2015,FIGA,Filago gallica,2
Milagra,MBB2_Mechanical_Milagra,2015,DAPU,Daucus pusillus,1
Milagra,MBB2_Mechanical_Milagra,2015,LUVA,Lupinus variicolor,1
Milagra,MBB3_Burn_Milagra,2009,NASSE,Nassella species unknown,54
Milagra,MBB3_Burn_Milagra,2009,BAPI,Baccharis pilularis,17
Milagra,MBB3_Burn_Milagra,2009,ARCA,Artemisia californica,13
Milagra,MBB3_Burn_Milagra,2009,LUAL,Lupinus albifrons var. collinus,11
Milagra,MBB3_Burn_Milagra,2009,BARE,bare ground; no vegetation,6
Milagra,MBB3_Burn_Milagra,2009,VUBR,Vulpia bromoides,6
Milagra,MBB3_Burn_Milagra,2009,LITT,litter,5
Milagra,MBB3_Burn_Milagra,2009,CAREX,Carex species unknown,4
Milagra,MBB3_Burn_Milagra,2009,ERLA,Eriogonum latifolium,4
Milagra,MBB3_Burn_Milagra,2009,ANAR,Anagallis arvensis,3
Milagra,MBB3_Burn_Milagra,2009,BRCA,Bromus carinatus,3
Milagra,MBB3_Burn_Milagra,2009,ELGL,Elymus glaucus,2
Milagra,MBB3_Burn_Milagra,2009,BRDS,Brachypodium distachyon,1
Milagra,MBB3_Burn_Milagra,2009,LOTUS,Lotus species unknown,1
Milagra,MBB3_Burn_Milagra,2009,LUVA,Lupinus variicolor,1
Milagra,MBB3_Burn_Milagra,2009,PLLA,Plantago lanceolata,1
Milagra,MBB3_Burn_Milagra,2009,SIGA,Silene gallica,1
Milagra,MBB3_Burn_Milagra,2009,TRCA,Trifolium campestre,1
Milagra,MBB3_Burn_Milagra,2010,NASSE,Nassella species unknown,40
Milagra,MBB3_Burn_Milagra,2010,VUBR,Vulpia bromoides,29
Milagra,MBB3_Burn_Milagra,2010,LUAL,Lupinus albifrons var. collinus,16
Milagra,MBB3_Burn_Milagra,2010,BAPI,Baccharis pilularis,15
Milagra,MBB3_Burn_Milagra,2010,NAPU,Nassella pulchra,12
Milagra,MBB3_Burn_Milagra,2010,ARCA,Artemisia californica,11
Milagra,MBB3_Burn_Milagra,2010,TRCA,Trifolium campestre,7
Milagra,MBB3_Burn_Milagra,2010,HYGL,Hypochaeris glabra,6
Milagra,MBB3_Burn_Milagra,2010,BARE,bare ground; no vegetation,5
Milagra,MBB3_Burn_Milagra,2010,BRCA,Bromus carinatus,5
Milagra,MBB3_Burn_Milagra,2010,CAREX,Carex species unknown,3
Milagra,MBB3_Burn_Milagra,2010,DAPU,Daucus pusillus,2
Milagra,MBB3_Burn_Milagra,2010,ERLA,Eriogonum latifolium,2
Milagra,MBB3_Burn_Milagra,2010,FRVE,Fragaria vesca,2
Milagra,MBB3_Burn_Milagra,2010,VISA,Vicia sativa,2
Milagra,MBB3_Burn_Milagra,2010,ANAR,Anagallis arvensis,1
Milagra,MBB3_Burn_Milagra,2010,BRDS,Brachypodium distachyon,1
Milagra,MBB3_Burn_Milagra,2010,FIGA,Filago gallica,1
Milagra,MBB3_Burn_Milagra,2010,FORB0,Forb; unknown species,1
Milagra,MBB3_Burn_Milagra,2010,GAAP,Galium aparine,1
Milagra,MBB3_Burn_Milagra,2010,OXAL,Oxalis albicans ssp. pilosa,1
Milagra,MBB3_Burn_Milagra,2010,PLLA,Plantago lanceolata,1
Milagra,MBB3_Burn_Milagra,2011,VUBR,Vulpia bromoides,50
Milagra,MBB3_Burn_Milagra,2011,NASSE,Nassella species unknown,28
Milagra,MBB3_Burn_Milagra,2011,LUAL,Lupinus albifrons var. collinus,11
Milagra,MBB3_Burn_Milagra,2011,TRCA,Trifolium campestre,11
Milagra,MBB3_Burn_Milagra,2011,ARCA,Artemisia californica,8
